cpd_id	atom	marvin_pka	molgpka_pka	abs_diff	type	functional_group	diff	change_category	est_dg_shift_kj
cpd00043	31	12.07	9.38247013092041	2.68752986907959	A	alcohol_or_phenol	-2.68752986907959	Large (2.0-5.0)	15.340441200478253
cpd00043	34	14.82	10.713266372680664	4.106733627319336	A	alcohol_or_phenol	-4.106733627319336	Large (2.0-5.0)	23.44126718766278
cpd00043	35	13.26	11.145761489868164	2.114238510131836	A	alcohol_or_phenol	-2.1142385101318357	Large (2.0-5.0)	12.068089706318972
cpd00044	21	-0.12	1.735812067985535	1.8558120679855348	A	phosphate	1.8558120679855348	Moderate (0.5-2.0)	10.592989583338078
cpd00044	22	5.94	1.7358119487762451	4.204188051223755	A	phosphate	-4.204188051223755	Large (2.0-5.0)	23.997537790208387
cpd00044	11	12.61	9.736504554748535	2.8734954452514643	A	alcohol_or_phenol	-2.8734954452514643	Large (2.0-5.0)	16.40193414215659
cpd00044	8	-7.46	3.580946445465088	11.040946445465089	B	aromatic_n	11.040946445465089	Very large (>5.0)	63.02180738266267
cpd00044	9	-1.02	3.3492417335510254	4.369241733551025	B	aromatic_n	4.369241733551025	Large (2.0-5.0)	24.939665480692828
cpd00044	17	4.88	3.9832639694213863	0.8967360305786132	B	aromatic_n	-0.8967360305786136	Moderate (0.5-2.0)	5.118576172012061
cpd00045	21	0.4	1.8417348861694336	1.4417348861694337	A	phosphate	1.4417348861694337	Moderate (0.5-2.0)	8.229433839012497
cpd00045	22	5.78	1.8417348861694336	3.938265113830567	A	phosphate	-3.9382651138305667	Large (2.0-5.0)	22.47964761459678
cpd00045	25	0.71	1.7933145761489868	1.0833145761489869	A	phosphate	1.0833145761489869	Moderate (0.5-2.0)	6.183567947740045
cpd00045	26	6.42	1.7933144569396973	4.626685543060303	A	phosphate	-4.626685543060303	Large (2.0-5.0)	26.409156729010277
cpd00045	11	12.61	9.97277545928955	2.6372245407104487	A	alcohol_or_phenol	-2.6372245407104487	Large (2.0-5.0)	15.053297998538005
cpd00045	8	-7.46	3.653463363647461	11.113463363647462	B	aromatic_n	11.113463363647462	Very large (>5.0)	63.435734510400074
cpd00045	9	-1.06	3.421536922454834	4.4815369224548345	B	aromatic_n	4.4815369224548345	Large (2.0-5.0)	25.580647284205007
cpd00045	17	4.86	4.015779495239258	0.8442205047607425	B	aromatic_n	-0.8442205047607425	Moderate (0.5-2.0)	4.818817146004605
cpd00046	19	1.15	1.8806097507476809	0.7306097507476808	A	phosphate	0.730609750747681	Moderate (0.5-2.0)	4.170326086712211
cpd00046	21	6.26	1.8806097507476809	4.379390249252319	A	phosphate	-4.379390249252319	Large (2.0-5.0)	24.997593286511464
cpd00046	16	14.03	11.09907054901123	2.930929450988769	A	alcohol_or_phenol	-2.930929450988769	Large (2.0-5.0)	16.72976788944171
cpd00046	14	19.22	12.0843505859375	7.135649414062499	A	guanidine_or_amidine	-7.135649414062499	Very large (>5.0)	40.73034183658821
cpd00046	15	12.56	11.848155975341797	0.7118440246582036	A	alcohol_or_phenol	-0.7118440246582036	Moderate (0.5-2.0)	4.063211177601082
cpd00046	10	4.19	4.148853778839111	0.041146221160889	B	aromatic_n	-0.04114622116088906	Small (<0.5)	0.23486294742341296
cpd00047	2	4.27	4.136241912841797	0.1337580871582027	A	carboxylic_acid_or_ester	-0.1337580871582027	Small (<0.5)	0.7634921921227166
cpd00049	4	6.81	2.532743215560913	4.277256784439087	A	carboxylic_acid_or_ester	-4.2772567844390865	Large (2.0-5.0)	24.414614682405727
cpd00050	29	1.5	1.87434196472168	0.3743419647216797	A	phosphate	0.3743419647216799	Small (<0.5)	2.136746818985537
cpd00050	31	6.63	1.87434196472168	4.75565803527832	A	phosphate	-4.75565803527832	Large (2.0-5.0)	27.145332708340774
cpd00050	26	14.02	10.237923622131348	3.782076377868652	A	alcohol_or_phenol	-3.782076377868652	Large (2.0-5.0)	21.588121106271366
