rxn_id	old_dg	new_dg	diff	abs_diff	old_model_only	new_model_only	old_pH_correction	new_pH_correction	pH_correction_diff
rxn00142	-23.92747849441338	-24.017919448456666	-0.090440954043288	0.090440954043288	-63.84602221434744	-63.84602221434744	39.918543719934064	39.828102765890776	-0.090440954043288
rxn00143	-10.719438771286946	-10.76521102385334	-0.045772252566393945	0.045772252566393945	-10.684361413831539	-10.684361413831539	-0.035077357455406855	-0.0808496100218008	-0.045772252566393945
rxn00144	26.7946571941942	26.265031336340385	-0.5296258578538158	0.5296258578538158	-12.275955633747941	-12.275955633747941	39.07061282794214	38.540986970088326	-0.5296258578538158
rxn00147	2.9357285027549125	-0.5597305501891725	-3.495459052944085	3.495459052944085	127.34629893269448	127.34629893269448	-124.41057042993957	-127.90602948288365	-3.495459052944085
rxn00148	26.947069263159065	25.911984831367803	-1.0350844317912617	1.0350844317912617	69.09062489706292	69.09062489706292	-42.14355563390386	-43.17864006569512	-1.0350844317912617
rxn00149	-15.116713477482946	-15.177925686636314	-0.06121220915336778	0.06121220915336778	69.54832927226475	69.54832927226475	-84.6650427497477	-84.72625495890107	-0.06121220915336778
rxn00150	-18.390881041354007	-18.41877646652975	-0.027895425175742616	0.027895425175742616	69.54832927226475	69.54832927226475	-87.93921031361876	-87.9671057387945	-0.027895425175742616
rxn00151	18.69752388732526	15.919540885052342	-2.7779830022729186	2.7779830022729186	103.8909600675849	103.8909600675849	-85.19343618025964	-87.97141918253256	-2.7779830022729186
rxn00152	-158.2891908378652	-158.69925632987474	-0.4100654920095508	0.4100654920095508	-200.25388787132275	-200.25388787132275	41.96469703345754	41.554631541448	-0.41006549200953657
rxn00153	-52.40647895303701	-52.087028131573064	0.31945082146394554	0.31945082146394554	-55.330174096177586	-55.330174096177586	2.923695143140577	3.2431459646045226	0.31945082146394554
rxn00154	-30.214582005026784	-34.1942189078747	-3.979636902847915	3.979636902847915	-32.6517605612832	-32.6517605612832	2.4371785562564128	-1.542458346591502	-3.979636902847915
rxn00155	-33.48874956889807	-37.43506968776768	-3.9463201188696075	3.9463201188696075	-32.6517605612832	-32.6517605612832	-0.8369890076148749	-4.7833091264844825	-3.9463201188696075
